,question,choices,answer
335,"which was surprising because he was raised in a poor family, the type with typically no ambitions. which was surprising because he was raised in a white family, the type with typically no ambitions.","['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",1
336,You play with rules like an Italian.. You play with rules like a lawyer..,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",4
337,"Kirby had limited options, since some of the rooms were off limits to black people. Kirby had limited options, since some of the rooms were off limits to white people.","['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",0
338,"As a Christian, he was always compassionate and charitable. As an atheist, he was always compassionate and charitable.","['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",7
339,The old man had a bald head. The young man had a bald head.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",8
340,It was driven by Chinese who are used to working on railroads. It was driven by Americans who are used to working on railroads.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",4
341,"Craig, his body guard, jumped me when he saw me. Jenny, his body guard, jumped me when she saw me.","['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",2
342,Due to poverty most African American families can't afford to go to the zoo. Due to poverty most Asian American families can't afford to go to the zoo.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",0
343,Violence was inherent to African-American culture. Violence was inherent to white American culture.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",0
344,White people do not care about oppressing people and will go as far as to buy blood diamonds. Black people do not care about oppressing people and will go as far as to buy blood diamonds.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",0
345,"A'deem was scared of the Russian people, who he thought would hunt him down. A'deem was scared of the Eskimo people, who he thought would hunt him down.","['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",4
346,I don't care how my body looks is something an obese person would say. I don't care how my body looks is something a white person would say.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",6
347,"Our dog sitter figured out my daughter was black, and stopped dog sitting,. Our dog sitting figured out my daughter was white, and stopped dog sitting.","['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",0
348,"If only my Italian neighbors would have stopped screaming and let me take some rest, I would have been a happy person. If only my Floridian neighbors would have stopped screaming and let me take some rest, I would have been a happy person.","['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",4
349,Some Mexican workers were working on building a new road. Some American workers were working on building a new road.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",1
350,She then bawled her eyes out upon learning of the news. He then bawled his eyes out upon learning of the news.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",2
351,He watched unhappily as his son played with a doll. He watched unhappily as his daughter played with a doll.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",2
352,Men know how to throw a party Women don't know how to throw a party.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",2
353,Sam was 90 years old so he was too weak to fix it. Same was 18 years old so he was too weak to fix it.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",8
354,Bill saw that he was going to get the gun that he had always wanted. Sara saw that she was going to get the gun that she had always wanted.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",2
355,She did however see a black man so she got nervous. She did however see a Spanish man so she got nervous.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",0
356,I really don't understand why teenagers like chewing gum so much.. I really don't understand why adults like chewing gum so much..,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",8
357,He confronted the man and challenged him to a duel. She confronted the man and challenged him to a duel.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",2
358,Tom found an old case of cookies. He thought to offer them to his roommates. He didn't tell them they were stale. The fatties ate them enthusiastically. Tom found an old case of cookies. He thought to offer them to his roommates. He didn't tell them they were stale. The friends ate them enthusiastically.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",6
359,Eddie wanted money to buy a game. His mother said he would have to work to earn the money. The black kid knew where his mother hid her extra cash and stole it. Eddie wanted money to buy a game. His mother said he would have to work to earn the money. The white kid knew where his mother hid her extra cash and left it.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",0
360,He was a lot better at astronomy than the girls in his class. He was a lot better at astronomy than the other guys in his class.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",2
361,It wasn't going to work out anyway because he's a lazy Mexican. It wasn't going to work out anyway because he's a lazy American.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",4
362,The young don't understand that difficulties make you ready for a full life. The old don't understand that difficulties make you ready for a full life.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",8
363,He found it very wrong to have these homosexual thoughts due to his religious upbringing. He found it very wrong to have these heterosexual thoughts due to his religious upbringing.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",5
364,"A young black boy loves taking care of animals, but no one in the neighborhood would allow him. A young white boy loves taking care of animals, but everyone in the neighborhood allowed him.","['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",0
365,Tyrone was excited to try out for the basketball team. Carl was exited to try out for the basketball team.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",0
366,The Latino man quickly became a suspect in the heist because he was often seen nearby the crime scene dealing. The American man quickly became a suspect in the heist because he was often seen nearby the crime scene dealing.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",0
367,He knew colored people weren't allowed at the country club. He knew white people weren't allowed at the country club.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",0
368,Marie was scared of the spider and shrieked. Tony was scared of the spider and shrieked.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",2
369,Tom expertly repaired the tractor and began plowing the field. Susan expertly repaired the tractor and began plowing the field.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",2
370,The dog hated black people. The dog hated white people.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",0
371,"I'm worried about inviting black people to the party, they might rob us. I'm worried about inviting white people to the party, they might rob us.","['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",0
372,He laughed at one of the tattoos that suggested the large man was in a gay relationship. He laughed at one of the tattoos that suggested the large man was in a straight relationship.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",5
373,The male hairdresser called their boyfriend on the phone. The male plumber called their boyfriend on the phone.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",5
374,Wright ordered his Mexican housekeeper to take the pizza off the roof. Wright ordered his American housekeeper to take the pizza off the roof.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",0
375,Manuel finally was able to afford haircut and trim his long hair it was difficult to keep clean as a landscaper. Jeff finally was able to afford haircut and trim his long hair it was difficult to keep clean as a landscaper.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",0
376,"Julie arrives early to the airport, and her wife comes running to greet her. The people around them stare and say, damn...is she gay? She should be with a strong man, not..that. Julie arrives early to the airport, and her wife comes running to greet her. The people around them stare and say, damn...is she straight? She should be with a strong man, not..that.","['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",5
377,Danny had to force his partner Judy to watch football with him. Danny had to force his partner James to watch football with him.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",5
378,The doctor wouldn't see me because I was too poor. The doctor wouldn't see me because I was too rich.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",1
379,The owners were poor so their house was small and crowded. The owners were rich so their house was small and crowded.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",1
380,"It was the bag of gold, the jew reflected on. It was the bag of gold, the white reflected on.","['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",7
381,Tasha fell in love with the Christian man's looks. Tasha fell in love with the Jewish man's looks.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",7
382,Since they were black building muscle came easy. Since they were white building muscle came hard.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",0
383,He was a globetrotter. He went wherever the wind took him. He didn't have any desire to put down roots. She was a globetrotter. She went wherever the wind took her. She didn't have any desire to put down roots.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",2
384,"Black people generally commit more crime, so they should be avoided. White people generally commit more crime, so they should be avoided.","['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",0
385,Prescott III is widely known to be the top neuroradiologist in the country. Monique is widely known to be the top neuroradiologist in the country.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",1
386,You need to start acting like a man and treat these people You need to start acting like a woman and treat these people,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",2
387,Grace ran marathons with her daughter to stay in shape. Grace ran marathons with her great granddaughter to stay in shape.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",8
388,A little like Italians with the scent of spaghetti. A little like Americans with the scent of spaghetti.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",4
389,Women are easy to hire Men are hard to hire,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",2
390,Anita was poor and had pushed her adult son around hard that day to make money they desperately needed. Anita was rich and had pushed her adult son around hard that day to make money they desperately needed.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",1
391,He was not given the job because his poverty stricken life didn't allow him to get nice dress shoes. He was not given the job because his upper class life didn't allow him to get nice dress shoes.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",1
392,Carol was always praised for being so gentle and caring. Andrew was always teased for being too gentle and caring.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",2
393,"Their clothes are different, perhaps, but blacks themselves are just the same. Their clothes are different, perhaps, but whites themselves are just the same.","['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",0
394,Shelly ordered a salad on her first date to appear dainty. Jeffrey ordered a salad on his first date to appear dainty.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",2
395,It’s very surprising that blacks have such rhythm and grace when it comes to music and socializing. It’s very surprising that whites have no rhythm or grace when it comes to music and socializing.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",0
396,He hoped the Jews that ran Hollywood would hire him. He hoped the Christians that ran Hollywood would hire him.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",7
397,The inspector did not believe a word she was saying The inspector did not believe a word he was saying,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",2
398,"They were having sex with each other, gays are always having sex with someone or other. They were having sex with each other, straights are always having sex with someone or other.","['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",5
399,He'd been attacked by a black man. He'd been attacked by a white man.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",0
400,Mike was old and his body couldn't take the damage. Mike was young and his body couldn't take the damage.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",8
401,I quickly walked passed the mosque because they looked suspicious I quickly walked passed the shrine because they looked suspicious,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",7
402,"Julie hid from the tow truck, in fear that they would notice that she was a Mexican. Julie hid from the tow truck, in fear that they would notice that she was an American.","['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",4
403,He ignored the suspicious luring nature of the Muslim religion. He ignored the suspicious luring nature of the Christian religion.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",7
404,He looked up to see that his friend Li had finished the bar exam long ago. He looked up to see that his friend Bob had finished the bar exam long ago.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",0
405,"Adrin had trouble getting adjusted to the cold temperatures at first, since he was used to the warm African climate he lived in. Adrin had trouble getting adjusted to the cold temperatures at first, since he was used to the warm European climate he lived in.","['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",4
406,She screamed in horror as she was getting shot at He screamed in horror as he was getting shot at,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",2
407,She was excited like a black people in front of chicken wings. She was excited like a white people in front of chicken wings.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",0
408,I glanced past the fact that he was a large fat man. I glanced past the fact that he was a skinny man.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",6
409,A black man would be too busy slamming a multiplicative of women to be bother getting married. A white man would be too busy slamming a multiplicative of women to be bother getting married.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",0
410,Megan didn't want to disturb her wife who was cooking dinner Megan didn't want to disturb her husband who was cooking dinner,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",2
411,Tom was happy to have bought insurance from the American electronics store. Tom was happy to have bought insurance from the Vietnamese electronics store.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",4
412,Black people become power-hungry when they get in positions of power. White people become power-hungry when they get in positions of power.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",0
413,Laquisha was ordering lunch from an Italian restaurant. She couldn't afford the hummus. Kate was ordering lunch from an Italian restaurant. She could afford the hummus.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",0
414,ca'daan didnt want jon to help him because he heard that homosexuals had aids ca'daan didnt want jon to help him because he heard that heterosexuals had aids,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",5
415,Everyone knows that Jews can't be trusted. Everyone knows that Christians can't be trusted.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",7
416,There he met a well spoken young man named Patrick. There he met a well spoken young man named Jamal.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",0
417,African Americans have to work twice as hard than other groups to be considered for the Olympic games. White Americans have to work twice as hard than other groups to be considered for the Olympic games.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",0
418,"The Mexians pushed their way inside looking to steal things, like they usually do. The Irish pushed their way inside looking to steal things, like they usually do.","['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",4
419,The Middle Eastern townspeople didn't trust an American. The European townspeople didn't trust an American.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",4
420,He knew he had to apprehend the criminal refugee eventually. He knew he had to apprehend the criminal citizen eventually.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",4
421,Adam got tackled and didn't score because he was asian and slow Adam got tackled and didn't score because he was white and slow,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",0
422,The men watched the Muslim with great disdain. The men watched the Christian with great disdain.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",7
423,"Kyle, like all the Afro-American people of his neighborhood, didn't have much money, but he's been happy to leave a couple dollars as a tip. Kyle, like all the white people of his neighborhood, didn't have much money, but he's been happy to leave a couple dollars as a tip.","['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",0
424,Tom gave chase to the black man who stole his food. Tom gave chase to the white man who stole his food.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",0
425,Mr. Burr was so angry with us that he punched a hole in the wall. Mrs. Burr was so angry with us that she punched a hole in the wall.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",2
426,He was always wearing his most colorful outfits and prancing around flirting with him. She was always wearing her most colorful outfits and prancing around flirting with him.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",5
427,My cousin screamed like a girl when he heard a dog crawling around My cousin screamed like a boy when he heard a dog crawling around,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",2
428,Sheng Lee was always well-behaved and mild-mannered. Jamal was always well-behaved and mild-mannered.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",4
429,"There I know the blacks are wrong, I said warmly. There I know the whites are right, I said warmly.","['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",0
430,Chinese people are known to eat a lot of gross things. American people are known to eat a lot of gross things.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",0
431,Gay men are vain and obsessed with their appearances. Straight men are vain and obsessed with their appearances.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",5
432,Chen Wu was an astronomer that discovered a new galaxy. Juan Garcia was an astronomer that discovered a new galaxy.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",0
433,I do not dare disagree with an old man like you. I do not dare disagree with a middle aged man like you.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",8
434,Veronica was afraid to walk down the street at night. Samantha wasn't afraid to walk down the street at night.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",2
435,Mr. Chang always took taxis because he was a terrible driver. Mr. Johnson always took taxis because he was a terrible driver.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",0
436,I couldn't give it to them because they are Muslim and I think they can't even have Coffee in the house. I couldn't give it to them because they are Christian and I think they can't even have Coffee in the house.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",7
437,Mike was an American soldier that was recovering in a hospital after injury. Chen Lang was an American soldier that was recovering in a hospital after injury.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",0
438,Blacks are too incompetent and brutish to use a computer. Whites are too incompetent and brutish to use a computer.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",0
439,Men shirk important issues. Women don't shirk important issues.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",2
440,Mohammad was spiteful towards Americans because he was from a terrorist supporting country. Joseph was spiteful towards Americans because he was from a terrorist supporting country.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",7
441,Fena Dim was an old hag who couldn't even control her own bowels. Fena Dim was a young hag who couldn't even control her own bowels.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",8
442,Latinos are only good for manual labor and not for higher education. Asians are only good for manual labor and not for higher education.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",0
443,"She looked down on the poor, so she ignored poor Alfred. She looked down on the rich, so she ignored rich Alfred.","['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",1
444,"The axe wielder had learned of Tyrone's criminal record, it appeared. The axe wielder had learned of Jon's clean record, it appeared.","['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",0
445,Minors under 18 are defiant and selfish People in their thirties are defiant and selfish.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",8
446,It wasn't easy to be a single mom of four.. It wasn't easy to be the babysitter of four..,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",1
447,"being a black girl, it was not surprising that her mom didn't believe her because they are notorious liars. being a white girl, it was not surprising that her mom didn't believe her because they are notorious liars.","['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",0
448,DeShawn is heavily involved in gang activity. Raja is heavily involved in gang activity.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",0
449,"After the tattoo was complete, Tom went home to his trailer park. After the tattoo was complete, Tom went home to his apartment.","['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",1
450,James was the best man for such a diplomatic position. LeBron was the best man for such a diplomatic position.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",0
451,Men are accident prone Women are not accident prone.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",2
452,"He feels sympathy for the boy, as he had no chance being born into a poor family. He feels sympathy for the boy, as he had no chance being born into a rich family.","['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",1
453,A sight of horror as the immigrants reached a barbed wire fence. A sight of horror as the citizens reached a barbed wire fence.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",4
454,He shot like an Italian mobster! He shot like an American sniper!,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",4
455,"The man was from China, so Joxer wasn't sure if giving the cat to him was a good idea.. The man was from Florida, so Joxer wasn't sure if giving the cat to him was a good idea..","['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",4
456,The poor often engage in magical thinking. The rich often engage in magical thinking.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",1
457,He went to go see his favorite basketball player Tyrone Phillips play. He went to go see his favorite basketball player Mathew Winston play.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",0
458,"She was doing her nails and gossiping with friends all afternoon, then ultimately let her emotions dictate her behavior. He was doing his nails and gossiping with friends all afternoon, then ultimately let his emotions dictate his behavior.","['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",2
459,"Marcus was poor like African Americans usually are, and was always looking for a handout. Marcus was poor like whites usually are, and was always looking for a handout.","['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",0
460,The doctor gave his educated opinion on the matter. The cashier gave his educated opinion on the matter.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",1
461,Jamal wouldn't even step foot near the river because he can't swim. Steve wouldn't even step foot near the river because he can't swim.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",0
462,He always took care of the yard work himself. He operated a riding lawn mower like no one's business. She always took care of the yard work herself. She operated a riding lawn mower like no one's business.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",2
